GPU 0: NVIDIA GB10
 SMs: 48, SharedMem: 100 KB, Blocks/SM: 24, Threads/SM: 1536, L2 size: 24 MB, Bus: 256-bit
Adding bootstrap precomputation to GPU for 32768 slots.
Plaintexts loaded: 248 ~ 4960MB
node=6970/7814 op=repeat seconds=547.864 eta_seconds=66.3411 bootstraps=426
node=6980/7814 op=mulp seconds=548.292 eta_seconds=65.5123 bootstraps=426
node=6990/7814 op=gather seconds=548.666 eta_seconds=64.6782 bootstraps=426
node=7000/7814 op=mul seconds=549.219 eta_seconds=63.8663 bootstraps=426
node=7010/7814 op=scatter seconds=550.703 eta_seconds=63.162 bootstraps=428
node=7020/7814 op=add seconds=550.815 eta_seconds=62.3001 bootstraps=428
node=7030/7814 op=mul seconds=551.088 eta_seconds=61.4585 bootstraps=428
node=7040/7814 op=mul seconds=551.391 eta_seconds=60.6216 bootstraps=428
node=7050/7814 op=mul seconds=551.606 eta_seconds=59.7768 bootstraps=428
node=7060/7814 op=mul seconds=551.899 eta_seconds=58.9422 bootstraps=428
node=7070/7814 op=cheb seconds=553.303 eta_seconds=58.226 bootstraps=430
node=7080/7814 op=add seconds=555.113 eta_seconds=57.5498 bootstraps=432
node=7090/7814 op=linear_ref seconds=556.618 eta_seconds=56.8394 bootstraps=434
node=7100/7814 op=cheb seconds=556.737 eta_seconds=55.9873 bootstraps=434
node=7110/7814 op=addp seconds=556.936 eta_seconds=55.1453 bootstraps=434
node=7120/7814 op=mul seconds=559.245 eta_seconds=54.5106 bootstraps=436
node=7130/7814 op=repeat seconds=559.616 eta_seconds=53.6855 bootstraps=436
node=7140/7814 op=mul seconds=559.829 eta_seconds=52.8466 bootstraps=436
node=7150/7814 op=mul seconds=560.128 eta_seconds=52.0175 bootstraps=436
node=7160/7814 op=mul seconds=560.272 eta_seconds=51.1757 bootstraps=436
node=7170/7814 op=add seconds=561.93 eta_seconds=50.4718 bootstraps=438
node=7180/7814 op=repeat seconds=562.248 eta_seconds=49.6469 bootstraps=438
node=7190/7814 op=sum seconds=562.594 eta_seconds=48.826 bootstraps=438
node=7200/7814 op=add seconds=562.924 eta_seconds=48.0049 bootstraps=438
node=7210/7814 op=mul seconds=563.423 eta_seconds=47.1993 bootstraps=438
node=7220/7814 op=gather seconds=564.931 eta_seconds=46.4777 bootstraps=440
node=7230/7814 op=addp seconds=566.268 eta_seconds=45.7401 bootstraps=442
node=7240/7814 op=gather seconds=567.773 eta_seconds=45.0141 bootstraps=444
node=7250/7814 op=sum seconds=568.035 eta_seconds=44.1892 bootstraps=444
node=7260/7814 op=cheb seconds=570.088 eta_seconds=43.5026 bootstraps=446
node=7270/7814 op=mul seconds=570.595 eta_seconds=42.6965 bootstraps=446
node=7280/7814 op=gather seconds=570.831 eta_seconds=41.8714 bootstraps=446
node=7290/7814 op=scatter seconds=571.047 eta_seconds=41.0465 bootstraps=446
node=7300/7814 op=gather seconds=571.294 eta_seconds=40.2254 bootstraps=446
node=7310/7814 op=add seconds=573.031 eta_seconds=39.5085 bootstraps=448
node=7320/7814 op=mul seconds=573.314 eta_seconds=38.6909 bootstraps=448
node=7330/7814 op=mul seconds=573.705 eta_seconds=37.8818 bootstraps=448
node=7340/7814 op=mul seconds=574.091 eta_seconds=37.0734 bootstraps=448
node=7350/7814 op=mul seconds=574.571 eta_seconds=36.2723 bootstraps=448
node=7360/7814 op=cheb seconds=575.803 eta_seconds=35.5183 bootstraps=450
node=7370/7814 op=add seconds=577.715 eta_seconds=34.804 bootstraps=452
node=7380/7814 op=linear_ref seconds=579.241 eta_seconds=34.0637 bootstraps=454
node=7390/7814 op=mul seconds=579.315 eta_seconds=33.2381 bootstraps=454
node=7400/7814 op=cheb seconds=582.288 eta_seconds=32.5767 bootstraps=456
node=7410/7814 op=cheb seconds=582.871 eta_seconds=31.7786 bootstraps=456
node=7420/7814 op=addp seconds=583.35 eta_seconds=30.9757 bootstraps=456
node=7430/7814 op=scatter seconds=584.046 eta_seconds=30.1849 bootstraps=456
node=7440/7814 op=add seconds=585.495 eta_seconds=29.4321 bootstraps=458
node=7450/7814 op=mul seconds=585.842 eta_seconds=28.6237 bootstraps=458
node=7460/7814 op=add seconds=586.102 eta_seconds=27.8123 bootstraps=458
node=7470/7814 op=repeat seconds=586.402 eta_seconds=27.0043 bootstraps=458
node=7480/7814 op=sum seconds=586.739 eta_seconds=26.1993 bootstraps=458
node=7490/7814 op=add seconds=587.093 eta_seconds=25.3963 bootstraps=458
node=7500/7814 op=mul seconds=588.394 eta_seconds=24.6341 bootstraps=460
node=7510/7814 op=gather seconds=588.986 eta_seconds=23.8418 bootstraps=460
node=7520/7814 op=addp seconds=590.41 eta_seconds=23.0825 bootstraps=462
node=7530/7814 op=gather seconds=591.936 eta_seconds=22.3253 bootstraps=464
node=7540/7814 op=mul seconds=592.041 eta_seconds=21.5145 bootstraps=464
node=7550/7814 op=repeat seconds=594.249 eta_seconds=20.779 bootstraps=466
node=7560/7814 op=mulp seconds=594.681 eta_seconds=19.98 bootstraps=466
node=7570/7814 op=gather seconds=595.089 eta_seconds=19.1812 bootstraps=466
node=7580/7814 op=mul seconds=595.646 eta_seconds=18.388 bootstraps=466
node=7590/7814 op=scatter seconds=597.131 eta_seconds=17.6228 bootstraps=468
node=7600/7814 op=add seconds=597.241 eta_seconds=16.8171 bootstraps=468
node=7610/7814 op=mul seconds=597.517 eta_seconds=16.0176 bootstraps=468
node=7620/7814 op=mul seconds=597.821 eta_seconds=15.2201 bootstraps=468
node=7630/7814 op=mul seconds=598.038 eta_seconds=14.4219 bootstraps=468
node=7640/7814 op=mul seconds=598.329 eta_seconds=13.6269 bootstraps=468
node=7650/7814 op=cheb seconds=599.771 eta_seconds=12.8578 bootstraps=470
node=7660/7814 op=add seconds=601.55 eta_seconds=12.0938 bootstraps=472
node=7670/7814 op=linear_ref seconds=603.081 eta_seconds=11.3225 bootstraps=474
node=7680/7814 op=cheb seconds=603.194 eta_seconds=10.5245 bootstraps=474
node=7690/7814 op=cheb seconds=605.029 eta_seconds=9.756 bootstraps=476
node=7700/7814 op=cheb seconds=605.597 eta_seconds=8.96599 bootstraps=476
node=7710/7814 op=repeat seconds=605.923 eta_seconds=8.17328 bootstraps=476
node=7720/7814 op=mul seconds=606.17 eta_seconds=7.38082 bootstraps=476
node=7730/7814 op=add seconds=606.553 eta_seconds=6.59126 bootstraps=476
node=7740/7814 op=cheb seconds=606.867 eta_seconds=5.80208 bootstraps=476
node=7750/7814 op=add seconds=608.483 eta_seconds=5.02489 bootstraps=478
node=7760/7814 op=repeat seconds=608.719 eta_seconds=4.23593 bootstraps=478
node=7770/7814 op=sum seconds=608.956 eta_seconds=3.4484 bootstraps=478
node=7780/7814 op=add seconds=609.181 eta_seconds=2.66223 bootstraps=478
node=7790/7814 op=mul seconds=610.622 eta_seconds=1.88125 bootstraps=480
node=7800/7814 op=gather seconds=611.153 eta_seconds=1.09694 bootstraps=480
node=7810/7814 op=addp seconds=612.684 eta_seconds=0.313795 bootstraps=482
node=7814/7814 op=mulp seconds=613.712 eta_seconds=0 bootstraps=484
client_token=315 logit_margin=0.674904
passed=1 polynomial_error=5.76567e-07 exact_error=4.70783e-05 eval_seconds=613.791
