GPU 0: NVIDIA GB10
 SMs: 48, SharedMem: 100 KB, Blocks/SM: 24, Threads/SM: 1536, L2 size: 24 MB, Bus: 256-bit
Adding bootstrap precomputation to GPU for 32768 slots.
Plaintexts loaded: 248 ~ 4960MB
node=6980/7814 op=mulp seconds=548.972 eta_seconds=65.5936 bootstraps=426
node=6990/7814 op=gather seconds=549.346 eta_seconds=64.7584 bootstraps=426
node=7000/7814 op=mul seconds=549.903 eta_seconds=63.9459 bootstraps=426
node=7010/7814 op=scatter seconds=551.386 eta_seconds=63.2403 bootstraps=428
node=7020/7814 op=add seconds=551.495 eta_seconds=62.3771 bootstraps=428
node=7030/7814 op=mul seconds=551.766 eta_seconds=61.5341 bootstraps=428
node=7040/7814 op=mul seconds=552.07 eta_seconds=60.6963 bootstraps=428
node=7050/7814 op=mul seconds=552.286 eta_seconds=59.8506 bootstraps=428
node=7060/7814 op=mul seconds=552.578 eta_seconds=59.0147 bootstraps=428
node=7070/7814 op=cheb seconds=553.985 eta_seconds=58.2977 bootstraps=430
node=7080/7814 op=add seconds=555.786 eta_seconds=57.6196 bootstraps=432
node=7090/7814 op=linear_ref seconds=557.292 eta_seconds=56.9082 bootstraps=434
node=7100/7814 op=cheb seconds=557.409 eta_seconds=56.0549 bootstraps=434
node=7110/7814 op=addp seconds=557.609 eta_seconds=55.2119 bootstraps=434
node=7120/7814 op=mul seconds=559.918 eta_seconds=54.5762 bootstraps=436
node=7130/7814 op=repeat seconds=560.289 eta_seconds=53.75 bootstraps=436
node=7140/7814 op=mul seconds=560.504 eta_seconds=52.9104 bootstraps=436
node=7150/7814 op=mul seconds=560.805 eta_seconds=52.0803 bootstraps=436
node=7160/7814 op=mul seconds=560.948 eta_seconds=51.2375 bootstraps=436
node=7170/7814 op=add seconds=562.603 eta_seconds=50.5322 bootstraps=438
node=7180/7814 op=repeat seconds=562.922 eta_seconds=49.7064 bootstraps=438
node=7190/7814 op=sum seconds=563.275 eta_seconds=48.8851 bootstraps=438
node=7200/7814 op=add seconds=563.608 eta_seconds=48.0632 bootstraps=438
node=7210/7814 op=mul seconds=564.11 eta_seconds=47.2569 bootstraps=438
node=7220/7814 op=gather seconds=565.613 eta_seconds=46.5338 bootstraps=440
node=7230/7814 op=addp seconds=566.942 eta_seconds=45.7945 bootstraps=442
node=7240/7814 op=gather seconds=568.45 eta_seconds=45.0677 bootstraps=444
node=7250/7814 op=sum seconds=568.714 eta_seconds=44.242 bootstraps=444
node=7260/7814 op=cheb seconds=570.76 eta_seconds=43.5539 bootstraps=446
node=7270/7814 op=mul seconds=571.265 eta_seconds=42.7466 bootstraps=446
node=7280/7814 op=gather seconds=571.505 eta_seconds=41.9208 bootstraps=446
node=7290/7814 op=scatter seconds=571.722 eta_seconds=41.095 bootstraps=446
node=7300/7814 op=gather seconds=571.97 eta_seconds=40.273 bootstraps=446
node=7310/7814 op=add seconds=573.703 eta_seconds=39.5549 bootstraps=448
node=7320/7814 op=mul seconds=573.986 eta_seconds=38.7362 bootstraps=448
node=7330/7814 op=mul seconds=574.375 eta_seconds=37.926 bootstraps=448
node=7340/7814 op=mul seconds=574.76 eta_seconds=37.1167 bootstraps=448
node=7350/7814 op=mul seconds=575.246 eta_seconds=36.3148 bootstraps=448
node=7360/7814 op=cheb seconds=576.474 eta_seconds=35.5597 bootstraps=450
node=7370/7814 op=add seconds=578.394 eta_seconds=34.8449 bootstraps=452
node=7380/7814 op=linear_ref seconds=579.926 eta_seconds=34.1041 bootstraps=454
node=7390/7814 op=mul seconds=580.002 eta_seconds=33.2775 bootstraps=454
node=7400/7814 op=cheb seconds=582.969 eta_seconds=32.6148 bootstraps=456
node=7410/7814 op=cheb seconds=583.554 eta_seconds=31.8159 bootstraps=456
node=7420/7814 op=addp seconds=584.03 eta_seconds=31.0118 bootstraps=456
node=7430/7814 op=scatter seconds=584.732 eta_seconds=30.2203 bootstraps=456
node=7440/7814 op=add seconds=586.171 eta_seconds=29.4661 bootstraps=458
node=7450/7814 op=mul seconds=586.519 eta_seconds=28.6568 bootstraps=458
node=7460/7814 op=add seconds=586.779 eta_seconds=27.8445 bootstraps=458
node=7470/7814 op=repeat seconds=587.081 eta_seconds=27.0356 bootstraps=458
node=7480/7814 op=sum seconds=587.418 eta_seconds=26.2296 bootstraps=458
node=7490/7814 op=add seconds=587.776 eta_seconds=25.4258 bootstraps=458
node=7500/7814 op=mul seconds=589.072 eta_seconds=24.6625 bootstraps=460
node=7510/7814 op=gather seconds=589.668 eta_seconds=23.8694 bootstraps=460
node=7520/7814 op=addp seconds=591.085 eta_seconds=23.1089 bootstraps=462
node=7530/7814 op=gather seconds=592.605 eta_seconds=22.3506 bootstraps=464
node=7540/7814 op=mul seconds=592.71 eta_seconds=21.5388 bootstraps=464
node=7550/7814 op=repeat seconds=594.915 eta_seconds=20.8023 bootstraps=466
node=7560/7814 op=mulp seconds=595.345 eta_seconds=20.0023 bootstraps=466
node=7570/7814 op=gather seconds=595.757 eta_seconds=19.2027 bootstraps=466
node=7580/7814 op=mul seconds=596.317 eta_seconds=18.4087 bootstraps=466
node=7590/7814 op=scatter seconds=597.794 eta_seconds=17.6424 bootstraps=468
node=7600/7814 op=add seconds=597.903 eta_seconds=16.8357 bootstraps=468
node=7610/7814 op=mul seconds=598.175 eta_seconds=16.0352 bootstraps=468
node=7620/7814 op=mul seconds=598.483 eta_seconds=15.237 bootstraps=468
node=7630/7814 op=mul seconds=598.702 eta_seconds=14.4379 bootstraps=468
node=7640/7814 op=mul seconds=598.996 eta_seconds=13.6421 bootstraps=468
node=7650/7814 op=cheb seconds=600.439 eta_seconds=12.8722 bootstraps=470
node=7660/7814 op=add seconds=602.226 eta_seconds=12.1074 bootstraps=472
node=7670/7814 op=linear_ref seconds=603.762 eta_seconds=11.3353 bootstraps=474
node=7680/7814 op=cheb seconds=603.875 eta_seconds=10.5364 bootstraps=474
node=7690/7814 op=cheb seconds=605.707 eta_seconds=9.76693 bootstraps=476
node=7700/7814 op=cheb seconds=606.278 eta_seconds=8.97607 bootstraps=476
node=7710/7814 op=repeat seconds=606.601 eta_seconds=8.18243 bootstraps=476
node=7720/7814 op=mul seconds=606.85 eta_seconds=7.38911 bootstraps=476
node=7730/7814 op=add seconds=607.236 eta_seconds=6.59868 bootstraps=476
node=7740/7814 op=cheb seconds=607.549 eta_seconds=5.80861 bootstraps=476
node=7750/7814 op=add seconds=609.156 eta_seconds=5.03045 bootstraps=478
node=7760/7814 op=repeat seconds=609.394 eta_seconds=4.24063 bootstraps=478
node=7770/7814 op=sum seconds=609.634 eta_seconds=3.45224 bootstraps=478
node=7780/7814 op=add seconds=609.849 eta_seconds=2.66515 bootstraps=478
node=7790/7814 op=mul seconds=611.286 eta_seconds=1.88329 bootstraps=480
node=7800/7814 op=gather seconds=611.82 eta_seconds=1.09814 bootstraps=480
node=7810/7814 op=addp seconds=613.346 eta_seconds=0.314134 bootstraps=482
node=7814/7814 op=mulp seconds=614.365 eta_seconds=0 bootstraps=484
client_token=315 logit_margin=0.674904
passed=1 polynomial_error=9.65161e-07 exact_error=4.65086e-05 eval_seconds=614.444
